Visiter,VisRushY,VisRushA,VisPassY,VisPassA,VisPassC,VisPnl,VisPnlY,VisFmb,VisInt,VisFrstD,VisThrdDA,VisThrdDC,VisFrthDA,VisFrthDC,VisTm,Home,HomeRushY,HomeRushA,HomePassY,HomePassA,HomePassC,HomePnl,HomePnlY,HomeFmb,HomeInt,HomeFrstD,HomeThrdDA,HomeThrdDC,HomeFrthDA,HomeFrthDC,HomeTm,Year,Month,Day,HomeID,VisID
Minnesota,124,50,125,25,9,3,14,1,2,8,20,8,2,1,2321,Michigan State,181,31,143,20,10,2,15,1,1,7,8,0,1,0,1279,2013,11,30,127,135.0
Baylor,164,52,206,38,19,15,140,0,1,10,23,7,4,4,1866,TCU,122,33,288,47,21,3,10,1,3,6,14,5,2,1,1734,2013,11,30,2628,239.0
Air Force,154,44,125,20,11,2,27,1,0,7,15,4,4,2,1588,Colorado State,234,49,395,34,26,5,37,0,0,14,14,9,2,1,2012,2013,11,30,36,2005.0
BYU,394,45,98,18,14,14,142,1,0,16,13,6,2,1,1463,Nevada,104,47,259,33,23,4,25,0,1,5,14,6,0,0,2137,2013,11,30,2440,252.0
Louisville,177,41,255,37,23,7,60,0,1,11,12,5,1,1,1922,Cincinnati,124,39,304,41,22,2,18,0,2,8,17,8,2,1,1678,2013,12,5,2132,97.0
Bowling Green,181,40,393,27,21,8,60,1,0,10,10,4,2,2,2066,N Illinois,235,42,219,40,21,4,20,0,2,13,15,8,1,0,1534,2013,12,6,2459,189.0
UCF,96,32,242,35,24,4,40,1,0,7,13,6,0,0,1688,SMU,78,23,235,39,25,7,63,0,1,3,15,7,3,0,1912,2013,12,7,2567,2116.0
Memphis,72,29,185,40,20,5,40,1,1,6,17,7,2,0,1601,UConn,75,26,463,55,37,2,16,0,0,7,17,8,2,2,1999,2013,12,7,41,235.0
Stanford,240,44,277,18,12,8,70,1,0,9,12,4,3,2,2019,Arizona State,138,43,173,25,17,5,38,0,0,9,16,5,4,1,1581,2013,12,7,9,24.0
Marshall,106,37,265,41,24,4,40,0,1,8,17,7,2,1,1660,Rice,248,48,239,18,10,9,81,0,0,14,14,8,0,0,1940,2013,12,7,242,276.0
Texas,163,35,54,34,12,6,49,0,2,8,17,2,2,1,1702,Baylor,221,54,287,38,21,9,69,0,0,13,19,7,1,0,1898,2013,12,7,239,251.0
LA-Lafayette,69,33,143,26,9,6,55,2,2,6,13,2,2,1,1448,South Alabama,192,52,171,24,13,5,56,0,0,9,16,5,1,0,2152,2013,12,7,6,309.0
USF,10,20,141,31,14,11,99,1,1,2,16,6,0,0,1350,Rutgers,176,45,179,24,19,8,81,1,0,15,11,5,0,0,2250,2013,12,7,164,58.0
Oklahoma,165,40,193,33,16,5,59,0,1,11,15,2,3,3,2060,Oklahoma State,200,35,200,35,19,7,59,1,1,7,13,2,1,0,1540,2013,12,7,197,201.0
Utah State,51,40,253,35,16,8,85,0,2,3,16,4,4,1,1836,Fresno State,56,34,404,53,36,7,59,3,2,7,14,6,6,3,1764,2013,12,7,278,328.0
Duke,99,31,140,42,21,3,32,1,2,6,20,7,0,0,1844,FSU,239,43,330,32,19,6,65,1,2,13,11,6,0,0,1756,2013,12,7,52,150.0
Missouri,231,34,303,37,21,7,40,0,1,7,12,2,3,1,1540,Auburn,545,74,132,11,9,10,63,2,0,26,14,7,1,1,2060,2013,12,7,2,142.0
OSU,273,40,101,23,8,5,62,0,0,14,10,1,2,0,1629,Michigan State,134,32,304,40,24,3,20,0,1,8,15,5,2,2,1971,2013,12,7,127,194.0
Army,157,45,50,11,5,4,50,2,1,8,11,2,2,0,1520,Navy,343,57,10,7,2,1,10,0,0,13,15,4,3,2,2080,2013,12,14,2426,349.0
